Task,Runtime_ms,Count,Avg_delay_ms,Max_delay_ms,Max_delay_start,Max_delay_end
kworker/u50:35-:339794,11.490 ms,100,avg:   0.058 ms,max:   0.636 ms,max start: 96302.181678 s,max end: 96302.182313 s
NetworkManager:1458,8.194 ms,29,avg:   0.058 ms,max:   0.716 ms,max start: 96307.459755 s,max end: 96307.460471 s
kworker/u48:2-g:340477,78.236 ms,597,avg:   0.058 ms,max:   1.031 ms,max start: 96307.301469 s,max end: 96307.302499 s
gsd-sharing:3788,0.512 ms,5,avg:   0.057 ms,max:   0.143 ms,max start: 96324.002121 s,max end: 96324.002264 s
kworker/u49:16-:342546,338.892 ms,875,avg:   0.056 ms,max:   1.912 ms,max start: 96302.203562 s,max end: 96302.205474 s
rsyslogd:1645,0.080 ms,1,avg:   0.056 ms,max:   0.056 ms,max start: 96296.677429 s,max end: 96296.677484 s
msgfmt:(51),1910.328 ms,110,avg:   0.054 ms,max:   1.867 ms,max start: 96326.960474 s,max end: 96326.962341 s
napi/phy0-0:(3),7.279 ms,158,avg:   0.054 ms,max:   0.773 ms,max start: 96307.443718 s,max end: 96307.444491 s
Xwayland:26658,29.996 ms,388,avg:   0.053 ms,max:   0.851 ms,max start: 96331.264978 s,max end: 96331.265829 s
Xwayland:cs0:26659,8.375 ms,73,avg:   0.053 ms,max:   0.550 ms,max start: 96326.244927 s,max end: 96326.245477 s
kworker/u50:20-:339779,166.394 ms,3409,avg:   0.052 ms,max:   1.024 ms,max start: 96302.182466 s,max end: 96302.183491 s
