Task,Runtime_ms,Count,Avg_delay_ms,Max_delay_ms,Max_delay_start,Max_delay_end
kworker/u53:9-t:77175,0.541 ms,47,avg:   0.242 ms,max:   0.991 ms,max start: 32210.890453 s,max end: 32210.891444 s
ksoftirqd/11:85,1.279 ms,29,avg:   0.239 ms,max:   0.976 ms,max start: 32208.514477 s,max end: 32208.515453 s
kworker/u48:2-c:74013,138.743 ms,8225,avg:   0.236 ms,max:   2.879 ms,max start: 32222.808564 s,max end: 32222.811443 s
kworker/u52:9-t:77181,0.591 ms,50,avg:   0.229 ms,max:   0.997 ms,max start: 32209.131448 s,max end: 32209.132445 s
Compositor:(2),404.044 ms,4056,avg:   0.220 ms,max:   9.054 ms,max start: 32221.776835 s,max end: 32221.785888 s
rcu_preempt:16,91.123 ms,14498,avg:   0.219 ms,max:  10.008 ms,max start: 32204.725445 s,max end: 32204.735454 s
CompositorTileW:60360,16.526 ms,121,avg:   0.214 ms,max:   3.280 ms,max start: 32223.237769 s,max end: 32223.241049 s
ThreadPoolServi:(3),2.722 ms,52,avg:   0.214 ms,max:   1.692 ms,max start: 32265.021822 s,max end: 32265.023515 s
kworker/6:1H-kb:300,0.416 ms,25,avg:   0.213 ms,max:   0.923 ms,max start: 32210.697528 s,max end: 32210.698452 s
codium:gl0:60391,5.782 ms,88,avg:   0.211 ms,max:   0.967 ms,max start: 32216.570485 s,max end: 32216.571452 s
perf:(2),357.680 ms,5321,avg:   0.205 ms,max:  10.482 ms,max start: 32245.103968 s,max end: 32245.114450 s
KMS thread:3551,840.787 ms,9916,avg:   0.204 ms,max:   9.296 ms,max start: 32208.392195 s,max end: 32208.401491 s
kworker/0:1H-kb:230,2.681 ms,114,avg:   0.202 ms,max:   0.939 ms,max start: 32205.998506 s,max end: 32205.999445 s
kworker/u52:2-t:77020,1.095 ms,76,avg:   0.201 ms,max:   0.994 ms,max start: 32222.334451 s,max end: 32222.335445 s
systemd:(3),115.361 ms,690,avg:   0.195 ms,max:   9.177 ms,max start: 32205.497263 s,max end: 32205.506440 s
gdbus:(26),264.757 ms,2513,avg:   0.194 ms,max:  15.562 ms,max start: 32221.769089 s,max end: 32221.784651 s
ksoftirqd/7:73,0.163 ms,21,avg:   0.193 ms,max:   0.356 ms,max start: 32210.736644 s,max end: 32210.737000 s
libuv-worker:(16),20.203 ms,726,avg:   0.192 ms,max:   3.660 ms,max start: 32207.185788 s,max end: 32207.189449 s
goa-identity-se:3979,0.676 ms,12,avg:   0.184 ms,max:   2.007 ms,max start: 32225.945441 s,max end: 32225.947447 s
kworker/u48:3-g:70416,51.177 ms,3301,avg:   0.179 ms,max:   1.560 ms,max start: 32218.965883 s,max end: 32218.967443 s
xdg-desktop-por:(7),139.602 ms,420,avg:   0.175 ms,max:   6.637 ms,max start: 32223.645561 s,max end: 32223.652198 s
kworker/3:1H-kb:454,1.111 ms,49,avg:   0.172 ms,max:   1.011 ms,max start: 32234.089466 s,max end: 32234.090477 s
grep:81578,1.339 ms,114,avg:   0.167 ms,max:   1.183 ms,max start: 32205.962280 s,max end: 32205.963463 s
Chrome_IOThread:60339,62.850 ms,790,avg:   0.167 ms,max:   2.609 ms,max start: 32223.238098 s,max end: 32223.240707 s
Chrome_ChildIOT:(8),237.060 ms,4911,avg:   0.164 ms,max:  18.773 ms,max start: 32221.765678 s,max end: 32221.784451 s
kworker/u53:5-t:76221,0.038 ms,4,avg:   0.162 ms,max:   0.599 ms,max start: 32265.069845 s,max end: 32265.070444 s
kworker/10:0-ev:63401,6.486 ms,518,avg:   0.157 ms,max:   2.814 ms,max start: 32221.754631 s,max end: 32221.757446 s
kworker/u53:0-t:70521,0.046 ms,5,avg:   0.148 ms,max:   0.697 ms,max start: 32265.069760 s,max end: 32265.070457 s
pool-0:(8),6.889 ms,215,avg:   0.146 ms,max:   5.973 ms,max start: 32205.512495 s,max end: 32205.518468 s
kworker/u53:6-t:77172,0.132 ms,10,avg:   0.144 ms,max:   0.713 ms,max start: 32265.043738 s,max end: 32265.044451 s
gvfs-fuse-sub:81720,0.212 ms,6,avg:   0.144 ms,max:   0.712 ms,max start: 32205.517740 s,max end: 32205.518452 s
systemd-journal:623,16.234 ms,109,avg:   0.144 ms,max:   0.949 ms,max start: 32205.114503 s,max end: 32205.115452 s
kworker/5:1H-kb:290,1.994 ms,77,avg:   0.139 ms,max:   0.981 ms,max start: 32234.144464 s,max end: 32234.145445 s
wireplumber:3510,1.480 ms,4,avg:   0.137 ms,max:   0.252 ms,max start: 32210.993200 s,max end: 32210.993452 s
mutter-x11-fram:8940,271.881 ms,1504,avg:   0.136 ms,max:   2.753 ms,max start: 32215.369740 s,max end: 32215.372493 s
gnome-shel:cs0:3555,209.748 ms,3935,avg:   0.135 ms,max:   7.647 ms,max start: 32208.394821 s,max end: 32208.402468 s
ibus-x11:8948,0.965 ms,17,avg:   0.132 ms,max:   0.732 ms,max start: 32210.739846 s,max end: 32210.740578 s
ksoftirqd/8:43,0.210 ms,19,avg:   0.128 ms,max:   1.259 ms,max start: 32237.803651 s,max end: 32237.804911 s
xdg-document-po:81662,10.516 ms,80,avg:   0.125 ms,max:   1.375 ms,max start: 32205.050578 s,max end: 32205.051953 s
ksoftirqd/6:37,0.367 ms,20,avg:   0.124 ms,max:   1.250 ms,max start: 32236.062595 s,max end: 32236.063845 s
VizCompositorTh:60422,348.072 ms,2745,avg:   0.123 ms,max:   5.480 ms,max start: 32218.894977 s,max end: 32218.900457 s
gmain:(17),16.291 ms,170,avg:   0.119 ms,max:   5.007 ms,max start: 32211.944445 s,max end: 32211.949452 s
ibus-engine-sim:4185,4.036 ms,137,avg:   0.116 ms,max:   2.884 ms,max start: 32209.195568 s,max end: 32209.198452 s
codium:(46),4503.811 ms,30080,avg:   0.114 ms,max:  21.037 ms,max start: 32221.765456 s,max end: 32221.786493 s
wpa_supplicant:1524,5.024 ms,35,avg:   0.112 ms,max:   0.992 ms,max start: 32222.643458 s,max end: 32222.644450 s
kworker/1:1-eve:44790,6.269 ms,99,avg:   0.110 ms,max:   1.001 ms,max start: 32207.661459 s,max end: 32207.662461 s
pipewire:3507,0.800 ms,23,avg:   0.109 ms,max:   0.940 ms,max start: 32204.928511 s,max end: 32204.929451 s
postgres:(6),11.266 ms,130,avg:   0.106 ms,max:   3.547 ms,max start: 32212.719908 s,max end: 32212.723455 s
kworker/2:0-eve:64672,0.276 ms,12,avg:   0.101 ms,max:   1.003 ms,max start: 32205.274447 s,max end: 32205.275451 s
ksoftirqd/10:49,1.924 ms,206,avg:   0.090 ms,max:   2.803 ms,max start: 32223.104645 s,max end: 32223.107448 s
codium:cs0:60382,64.342 ms,1106,avg:   0.089 ms,max:   6.558 ms,max start: 32213.066901 s,max end: 32213.073459 s
kworker/u53:2-t:75803,0.249 ms,31,avg:   0.089 ms,max:   0.842 ms,max start: 32265.081605 s,max end: 32265.082447 s
systemd-userwor:(3),0.316 ms,6,avg:   0.087 ms,max:   0.157 ms,max start: 32224.820467 s,max end: 32224.820624 s
kworker/u53:10-:77176,0.182 ms,14,avg:   0.087 ms,max:   0.380 ms,max start: 32265.071074 s,max end: 32265.071454 s
systemd-resolve:923,1.457 ms,9,avg:   0.087 ms,max:   0.427 ms,max start: 32229.328021 s,max end: 32229.328448 s
kworker/0:2-eve:66128,17.180 ms,203,avg:   0.086 ms,max:   1.000 ms,max start: 32222.836446 s,max end: 32222.837446 s
napi/phy0-0:(3),22.277 ms,921,avg:   0.080 ms,max:   1.831 ms,max start: 32236.567613 s,max end: 32236.569444 s
kworker/u51:2-h:902,3.622 ms,219,avg:   0.079 ms,max:   0.993 ms,max start: 32209.184461 s,max end: 32209.185454 s
ibus-extension-:3826,7.443 ms,266,avg:   0.078 ms,max:   2.741 ms,max start: 32209.195801 s,max end: 32209.198542 s
ksoftirqd/0:15,0.262 ms,5,avg:   0.075 ms,max:   0.335 ms,max start: 32208.297458 s,max end: 32208.297794 s
kworker/3:0-eve:70355,2.330 ms,153,avg:   0.074 ms,max:   3.269 ms,max start: 32205.677464 s,max end: 32205.680733 s
kworker/4:0-mm_:62549,3.098 ms,172,avg:   0.074 ms,max:   3.874 ms,max start: 32205.364443 s,max end: 32205.368317 s
sudo:81518,0.050 ms,2,avg:   0.073 ms,max:   0.126 ms,max start: 32207.335059 s,max end: 32207.335185 s
rs:main Q:Reg:1680,1.289 ms,75,avg:   0.073 ms,max:   0.980 ms,max start: 32205.145465 s,max end: 32205.146445 s
kworker/2:1-cgr:76806,3.354 ms,149,avg:   0.072 ms,max:   1.001 ms,max start: 32227.187445 s,max end: 32227.188446 s
