comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
kworker/3:1H-kb[454],2,16,0.534,0.008,0.033,0.084,15.99,0
as[80270],-1,1,2.692,2.692,2.692,2.692,0.00,0
chmod[80126],-1,1,0.688,0.688,0.688,0.688,0.00,0
ln[79982],-1,2,1.054,0.017,0.527,1.036,96.66,0
rm[79838],-1,1,0.836,0.836,0.836,0.836,0.00,0
rm[79694],-1,1,0.960,0.960,0.960,0.960,0.00,0
sh[79550],-1,1,0.428,0.428,0.428,0.428,0.00,0
basename[79406],-1,1,1.124,1.124,1.124,1.124,0.00,0
cc1[79262],-1,1,74.785,74.785,74.785,74.785,0.00,0
cc1[79118],-1,1,28.161,28.161,28.161,28.161,0.00,0
cc[78974],-1,1,0.856,0.856,0.856,0.856,0.00,0
cc1[78830],-1,1,172.657,172.657,172.657,172.657,0.00,0
cc1[78686],-1,1,84.851,84.851,84.851,84.851,0.00,0
cc1[78542],-1,1,137.228,137.228,137.228,137.228,0.00,0
cc1[80982],-1,1,179.862,179.862,179.862,179.862,0.00,0
cc1[78398],-1,1,836.354,836.354,836.354,836.354,0.00,0
sh[80838],-1,1,0.628,0.628,0.628,0.628,0.00,0
as[78254],-1,1,22.089,22.089,22.089,22.089,0.00,0
sed[80694],-1,1,2.536,2.536,2.536,2.536,0.00,0
cat[80550],-1,1,1.781,1.781,1.781,1.781,0.00,0
as[77966],-1,1,85.592,85.592,85.592,85.592,0.00,0
cpuUsage.sh[80406],-1,1,0.579,0.579,0.579,0.579,0.00,0
mkdir[77822],-1,1,0.863,0.863,0.863,0.863,0.00,0
cc1[80262],-1,1,17.646,17.646,17.646,17.646,0.00,0
sed[80118],-1,2,1.625,0.015,0.812,1.610,98.06,0
sh[79974],-1,1,0.343,0.343,0.343,0.343,0.00,0
kthreadd[79830],2,54,49.719,0.005,0.920,16.367,36.32,0
rm[79686],-1,1,1.036,1.036,1.036,1.036,0.00,0
scx-adapt[79542/77659],77663,20,4.247,0.007,0.212,0.955,33.28,0
chmod[79398],-1,2,1.188,0.018,0.594,1.170,96.92,0
as[79254],-1,1,4.691,4.691,4.691,4.691,0.00,0
as[79110],-1,1,29.455,29.455,29.455,29.455,0.00,0
cc1[78966],-1,1,299.999,299.999,299.999,299.999,0.00,0
cc1[78822],-1,1,593.014,593.014,593.014,593.014,0.00,0
cc[78678],-1,1,0.557,0.557,0.557,0.557,0.00,0
as[78534],-1,1,3.844,3.844,3.844,3.844,0.00,0
as[80974],-1,1,0.615,0.615,0.615,0.615,0.00,0
cc1[78390],-1,1,208.107,208.107,208.107,208.107,0.00,0
as[80830],-1,1,3.030,3.030,3.030,3.030,0.00,0
cc[78246],-1,1,0.797,0.797,0.797,0.797,0.00,0
pwd[80686],-1,1,0.888,0.888,0.888,0.888,0.00,0
