comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[80626,-1,1,0.452,0.452,0.452,0.452,0.00,0
cc[80482,-1,1,0.586,0.586,0.586,0.586,0.00,0
cc[80906,-1,1,0.652,0.652,0.652,0.652,0.00,0
cc[78322,-1,1,0.588,0.588,0.588,0.588,0.00,0
ln[79898,-1,1,0.761,0.761,0.761,0.761,0.00,0
cc[78746,-1,1,0.767,0.767,0.767,0.767,0.00,0
ln[79746,-1,2,1.041,0.017,0.520,1.023,96.69,0
ln[79602,-1,1,0.719,0.719,0.719,0.719,0.00,0
cc[79026,-1,1,0.570,0.570,0.570,0.570,0.00,0
cc[78162,-1,1,0.555,0.555,0.555,0.555,0.00,0
cc[80602,-1,1,0.533,0.533,0.533,0.533,0.00,0
cc[77874,-1,1,0.600,0.600,0.600,0.600,0.00,0
cc[78874,-1,1,0.638,0.638,0.638,0.638,0.00,0
cc[78586,-1,1,0.515,0.515,0.515,0.515,0.00,0
cc[78442,-1,1,0.579,0.579,0.579,0.579,0.00,0
cc[80450,-1,1,0.545,0.545,0.545,0.545,0.00,0
ln[79730,-1,1,1.073,1.073,1.073,1.073,0.00,0
cc[78434,-1,1,0.674,0.674,0.674,0.674,0.00,0
cc[78290,-1,1,0.926,0.926,0.926,0.926,0.00,0
cc[77858,-1,1,0.640,0.640,0.640,0.640,0.00,0
ld[80298,-1,2,101.137,2.716,50.568,98.420,94.63,0
ln[79578,-1,1,1.070,1.070,1.070,1.070,0.00,0
cc[79434,-1,1,0.739,0.739,0.739,0.739,0.00,0
cc[79146,-1,1,0.606,0.606,0.606,0.606,0.00,0
cc[78282,-1,1,0.465,0.465,0.465,0.465,0.00,0
cc[78138,-1,1,0.617,0.617,0.617,0.617,0.00,0
cc[77994,-1,1,0.535,0.535,0.535,0.535,0.00,0
cc[77850,-1,1,0.667,0.667,0.667,0.667,0.00,0
ld[80290,-1,1,258.059,258.059,258.059,258.059,0.00,0
ln[79570,-1,2,0.223,0.021,0.111,0.202,80.73,0
cc[79282,-1,1,0.633,0.633,0.633,0.633,0.00,0
cc[78562,-1,1,0.713,0.713,0.713,0.713,0.00,0
cc[80659,-1,1,0.421,0.421,0.421,0.421,0.00,0
cc[78075,-1,1,0.485,0.485,0.485,0.485,0.00,0
cc[80515,-1,1,0.638,0.638,0.638,0.638,0.00,0
cc[77931,-1,1,0.625,0.625,0.625,0.625,0.00,0
ln[79651,-1,1,1.035,1.035,1.035,1.035,0.00,0
cc[79075,-1,1,0.612,0.612,0.612,0.612,0.00,0
cc[78643,-1,1,0.668,0.668,0.668,0.668,0.00,0
cc[78499,-1,2,0.771,0.030,0.385,0.740,91.97,0
cc[80939,-1,1,0.585,0.585,0.585,0.585,0.00,0
cc[80507,-1,1,0.408,0.408,0.408,0.408,0.00,0
ln[79931,-1,1,0.566,0.566,0.566,0.566,0.00,0
cc[78347,-1,1,0.468,0.468,0.468,0.468,0.00,0
cc[78059,-1,1,0.444,0.444,0.444,0.444,0.00,0
cc[80499,-1,1,0.483,0.483,0.483,0.483,0.00,0
cc[78915,-1,1,0.582,0.582,0.582,0.582,0.00,0
cc[78195,-1,1,0.454,0.454,0.454,0.454,0.00,0
cc[80635,-1,1,0.470,0.470,0.470,0.470,0.00,0
cc[80491,-1,1,0.461,0.461,0.461,0.461,0.00,0
cc[77907,-1,1,0.459,0.459,0.459,0.459,0.00,0
ln[79627,-1,1,0.896,0.896,0.896,0.896,0.00,0
cc[79051,-1,1,0.540,0.540,0.540,0.540,0.00,0
cc[78619,-1,1,0.763,0.763,0.763,0.763,0.00,0
cc[78475,-1,1,0.597,0.597,0.597,0.597,0.00,0
cc[80915,-1,1,0.475,0.475,0.475,0.475,0.00,0
cc[78331,-1,1,0.587,0.587,0.587,0.587,0.00,0
cc[79331,-1,1,1.320,1.320,1.320,1.320,0.00,0
cc[79187,-1,1,0.641,0.641,0.641,0.641,0.00,0
cc[78755,-1,1,0.575,0.575,0.575,0.575,0.00,0
cc[78891,-1,1,0.511,0.511,0.511,0.511,0.00,0
cc[78171,-1,1,0.589,0.589,0.589,0.589,0.00,0
cc[80611,-1,1,0.680,0.680,0.680,0.680,0.00,0
cc[80467,-1,1,0.569,0.569,0.569,0.569,0.00,0
ln[79891,-1,1,1.005,1.005,1.005,1.005,0.00,0
cc[78883,-1,1,0.750,0.750,0.750,0.750,0.00,0
cc[78451,-1,1,0.672,0.672,0.672,0.672,0.00,0
ln[79739,-1,2,0.965,0.014,0.482,0.951,97.00,0
cc[79307,-1,1,0.913,0.913,0.913,0.913,0.00,0
cc[80451,-1,1,0.568,0.568,0.568,0.568,0.00,0
cc[78867,-1,1,0.635,0.635,0.635,0.635,0.00,0
cc[78147,-1,1,0.468,0.468,0.468,0.468,0.00,0
cc[80587,-1,1,0.701,0.701,0.701,0.701,0.00,0
cc[78003,-1,1,0.503,0.503,0.503,0.503,0.00,0
